title,theme
"Beginning Database Programming Using ASP.NET Core 3: With MVC, Razor Pages, Web API, jQuery, Angular, SQL Server, and NoSQL",IoT&Hardware
Troubleshooting & Maintaining Your PC All-in-One For Dummies (For Dummies (Computers)),IoT&Hardware
Networking Made Easy: Get Yourself Connected (Computers Made Easy),IoT&Hardware
Essential Chromebook: The Illustrated Guide to Using Chromebook (Computer Essentials),IoT&Hardware
Laptops For Dummies,IoT&Hardware
"CompTIA A+ Certification All-in-One Exam Guide, Ninth Edition (Exams 220-901 & 220-902)",IoT&Hardware
Samsung Galaxy Tabs For Dummies (For Dummies (Computer/Tech)),IoT&Hardware
Bounded Analytic Functions (Graduate Texts in Mathematics (236)),IoT&Hardware
"CompTIA A+ Certification Study Guide, Tenth Edition (Exams 220-1001 & 220-1002)",IoT&Hardware
Integrated Business Processes with ERP Systems,IoT&Hardware
Beginning PowerApps: The Non-Developers Guide to Building Business Mobile Applications,IoT&Hardware
Apple Watch Series 6 User Guide for Seniors: The Illustrated Step By Step Guide with Tips and Tricks to Operate the New iWatch Series 6 and watchOS 7,IoT&Hardware
iPad Pro User Guide: The Complete 2020 Beginners and Seniors User Manual to Master the iPad Pro and Tips & Tricks for the New iPadOS 13,IoT&Hardware
Build Your Own Gaming PC: The step-by-step manual to building the ultimate computer,IoT&Hardware
"Agile Project Management with Azure DevOps: Concepts, Templates, and Metrics",IoT&Hardware
Raspberry Pi For Kids For Dummies,IoT&Hardware
macOS Catalina in easy steps: Covers version 10.15,IoT&Hardware
"Computers for Seniors: Email, Internet, Photos, and More in 14 Easy Lessons",IoT&Hardware
Steve Jobs. La biograf챠a,IoT&Hardware
Nikon D750 Users Guide : The Complete User Guide for Quickly Mastering Nikon D750 digital camera from Beginner to Expert with All the Hidden Tips and Tricks,IoT&Hardware
Commodore 64 Exposed (Retro Reproduction),IoT&Hardware
Windows 10 Made Easy: Take Control of Your PC (Computers Made Easy),IoT&Hardware
macOS in easy steps: Covers version 10.16,IoT&Hardware
Beginning DAX with Power BI: The SQL Pro?셲 Guide to Better Business Intelligence,IoT&Hardware
"Mastering your iPhone XR: iPhone XR User Guide for Beginners, New iPhone XR Users and Seniors",IoT&Hardware
Electronics Cookbook: Practical Electronic Recipes with Arduino and Raspberry Pi,IoT&Hardware
Going Chromebook: Learn to Master Google Sheets,IoT&Hardware
iPad Pro 2020 User Guide: The Complete Beginners and Seniors Manual to Master the New iPad Pro 4th Generation and Tips & Tricks for iPadOS,IoT&Hardware
How to Do Everything MacBook Air,IoT&Hardware
"Mike Meyers' CompTIA A+ Guide to Managing and Troubleshooting PCs, Sixth Edition (Exams 220-1001 & 220-1002)",IoT&Hardware
Adobe Acrobat 6 PDF For Dummies,IoT&Hardware
"Pro .NET Memory Management: For Better Code, Performance, and Scalability",IoT&Hardware
My iPhone for Seniors,IoT&Hardware
"""Is This Thing On?"": A Friendly Guide to Everything Digital for Newbies, Technophobes, and the Kicking & Screaming",IoT&Hardware
Windows Home Networking Made Easy: Home and Small Office Connectivity (Computers Made Easy),IoT&Hardware
SQL Server 2019 Revealed: Including Big Data Clusters and Machine Learning,IoT&Hardware
Complete Apple Watch Series 6 User Guide: A Detailed Guide with Cool Tips and Tricks to Master the New Apple Watch Series 6 in the New WatchOS 7,IoT&Hardware
Samsung Galaxy S9 For Dummies (For Dummies (Computer/Tech)),IoT&Hardware
iPhone SE Manual: A Complete & Detailed User Guide to Maximize the New Apple 2nd Generation iPhone SE 2020,IoT&Hardware
"Remember Me: Discreet Password Logbook Internet Passkey Record Journal Notebook Organiser Men, Women: (Internet Password Login ID Logbook Journal Organiser Series) (Internet Logbook)",IoT&Hardware
"The Ridiculously Simple Guide to Pixel Go, Pixelbook, and Pixel Slate: Getting Started With Chrome OS",IoT&Hardware
"Apple Device Management: A Unified Theory of Managing Macs, iPads, iPhones, and AppleTVs",IoT&Hardware
Chromebook For Dummies (For Dummies Series),IoT&Hardware
"Password Book With Alphabetical Tabs: Password Keeper Log Book, Login and password journal, organized with alphabetical Tabs, convenient 5x8 inches size.",IoT&Hardware
Premiere Elements Made Easy: Turn Your Videos Into Movies (Computers Made Easy),IoT&Hardware
MacBook Air (2020 Model) For Seniors: Getting Started With Your First Mac,IoT&Hardware
"The Charisma Machine: The Life, Death, and Legacy of One Laptop per Child (Infrastructures)",IoT&Hardware
The Mobile Wave: How Mobile Intelligence Will Change Everything,IoT&Hardware
Using Arexx on the Amiga,IoT&Hardware
My iPad for Seniors,IoT&Hardware
Consumer Health: A Guide to Intelligent Decisions with PowerWeb: Health and Human Performance,IoT&Hardware
A+ Guide to IT Technical Support (Hardware and Software),IoT&Hardware
NIMS Machining Level 1 Study Guide,IoT&Hardware
"Apple Watch Series 6 Manual: A Comprehensive User Guide including Tips, Tricks and Hidden Features to Master the Apple Watch",IoT&Hardware
"The Cult of Mac, 2nd Edition",IoT&Hardware
SQL Server 2017 Query Performance Tuning: Troubleshoot and Optimize Query Performance,IoT&Hardware
iPad Air 4th Generation User Guide: The Complete Beginner and Senior Manual to Master the New Apple 10.9??iPad and Tips & Tricks for iPadOS 14,IoT&Hardware
The Beginner?셲 Guide to iPhone SE: The Illustrated Manual to Operate The Second Generation iPhone SE,IoT&Hardware
Fire in the Valley: The Birth and Death of the Personal Computer,IoT&Hardware
Surface For Dummies,IoT&Hardware
IT Technical Support Troubleshooting Pocket Guide,IoT&Hardware
Apple Watch Series 6: A Detailed Guide with Tips and Tricks to Mastering the New Apple Watch Series 6 Hidden Features and Troubleshooting Common Problems,IoT&Hardware
"The Csound Book: Perspectives in Software Synthesis, Sound Design, Signal Processing,and Programming",IoT&Hardware
Apple 2020 MacBook Air User Guide: The Complete Beginner to Expert Guide to Maximizing your 2020 MacBook Air,IoT&Hardware
Fire Tablets For Dummies (For Dummies Series),IoT&Hardware
"Fire TV Stick; 2019 Complete User Guide to Master the Fire Stick, Install Kodi and Over 100 Tips and Tricks",IoT&Hardware
Apple Watch Series 6 User Guide: The Complete Illustrated Manual with Tips and Tricks to Operate the New iWatch Series 6 and watchOS 7,IoT&Hardware
Teach Yourself VISUALLY iPad (Teach Yourself VISUALLY (Tech)),IoT&Hardware
Windows 10 Fundamentals November 2019 Edition: The Step-by-step Guide to Using Windows 10 (Computer Fundamentals),IoT&Hardware
The iPad Pro User Guide for Seniors: The Ultimate Manual to Master your Apple Device with Tips and Tricks,IoT&Hardware
Internet Password Organizer: Internet Password Logbook With Alphabetical Tabs A Small Log Book With Sunflower Design To Keep Passwords In - My Password Journal Safe Diary,IoT&Hardware
APPLE PENCIL 1&2 USER GUIDE: The Ultimate Tips and Tricks on How to Use Your Apple Pencil in Best Optimal Way,IoT&Hardware
Samsung Galaxy Note 20 and Note 20 Ultra User Guide: The Complete Illustrated Manual with Tips and Tricks to Operate the New Samsung Note 20 Series for Beginners and Advanced Samsung Users,IoT&Hardware
SystemVerilog for Design Second Edition: A Guide to Using SystemVerilog for Hardware Design and Modeling,IoT&Hardware
Pro C# 7: With .NET and .NET Core,IoT&Hardware
Helpdesk Habits: Become a helpdesk superhero and make yourself indispensable.,IoT&Hardware
Adventures in Minecraft,IoT&Hardware
IntelliJ IDEA Essentials,IoT&Hardware
Going Chromebook: Learn to Master Google Docs,IoT&Hardware
MacBook Pro User Guide: The Beginner to Advanced Guide of Boosting your Productivity with MacBook Pro & MacOS Catalina,IoT&Hardware
Cocoa Programming for Mac OS X For Dummies,IoT&Hardware
"Raspberry Pi 3 Cookbook for Python Programmers: Unleash the potential of Raspberry Pi 3 with over 100 recipes, 3rd Edition",IoT&Hardware
C# Programming for Absolute Beginners,IoT&Hardware
How to Do Just About Anything on a Computer: Microsoft Windows 7: Hundreds of Ways to Get More Out of Your PC,IoT&Hardware
"MacBook Air 2020 User Manual In 30 Minutes: A Guide to Tips, Tricks and Hidden Features of the 2020 MacBook Air for Beginners",IoT&Hardware
"Illustrated C# 7: The C# Language Presented Clearly, Concisely, and Visually",IoT&Hardware
MacBook Air User Guide for Beginners and Seniors: 2019 Updated Manual to Operate Your Computer on macOS Catalina,IoT&Hardware
Expert Performance Indexing in SQL Server 2019: Toward Faster Results and Lower Maintenance,IoT&Hardware
Building Xamarin.Forms Mobile Apps Using XAML: Mobile Cross-Platform XAML and Xamarin.Forms Fundamentals,IoT&Hardware
iPhone: The Missing Manual: The book that should have been in the box,IoT&Hardware
Getting Started with Visual Studio 2019: Learning and Implementing New Features,IoT&Hardware
New Apple MacBook Pro ( 2020 Updated ) User Guide: The Beginners to Expert Guide to Master the Apple MacBook Pro 2020 and MacOS Catalina in 3 hours!,IoT&Hardware
Expert T-SQL Window Functions in SQL Server 2019: The Hidden Secret to Fast Analytic and Reporting Queries,IoT&Hardware
"MacBook Pro 2020: A Complete Step By Step Picture User Guide On How To Master Your Macbook Pro 2020 For Beginners, Pros, And Seniors. With Shortcut, Tips, And Tricks",IoT&Hardware
The Internet Made Easy: Find What You've Been Searching For (Computers Made Easy),IoT&Hardware
"Creating Business Applications with Office 365: Techniques in SharePoint, PowerApps, Power BI, and More",IoT&Hardware
Advances in Computer Graphics Hardware I (Eurographicseminars : Tutorials and Perspectives in Computer Graphics),IoT&Hardware
So... You Want To Build a House: A Complete Workbook for Building Your Own Home,IoT&Hardware
VIC 20 Exposed (3) (Retro Reproductions),IoT&Hardware
Pro .NET Benchmarking: The Art of Performance Measurement,IoT&Hardware
The Beginner?셲 Guide to MacOS Catalina: The Illustrated Manual to Operate Your Mac,IoT&Hardware
The Inmates Are Running the Asylum: Why High Tech Products Drive Us Crazy and How to Restore the Sanity,IoT&Hardware
iPad 7th Generation Manual: Mastering Your 2020 iPad 7th Generation for Beginners,IoT&Hardware
A+ Guide to Hardware (Standalone Book),IoT&Hardware
"Remember Me: Discreet Internet Password Logbook Keep track of: usernames, passwords, web addresses in one easy & organised location 5: (Internet ... Journal Organiser Series) (Internet Logbook)",IoT&Hardware
"The Mac is Not a Typewriter, 2nd Edition",IoT&Hardware
Teach Yourself VISUALLY MacBook (Teach Yourself VISUALLY (Tech)),IoT&Hardware
"Mike Meyers' CompTIA A+ Guide to Managing and Troubleshooting PCs, Fifth Edition (Exams 220-901 & 220-902)",IoT&Hardware
macOS Catalina User Guide: Complete Manual to Operate Your Mac Like a Pro for Seniors and New Users,IoT&Hardware
IBM System i APIs at Work,IoT&Hardware
The Best of Make:: 75 Projects from the Pages of Make,IoT&Hardware
"Technology In Action Complete (Evans, Martin & Poatsy, Technology in Action Series)",IoT&Hardware
Atari 130XE Machine Language for the Absolute Beginner (Retro Reproductions),IoT&Hardware
Pro Vue.js 2,IoT&Hardware
Apple Watch Series SE User Guide: A Newbie to Expert Guide to Master the New Apple Watch Series SE,IoT&Hardware
MacBook Air (2019) User Guide for Beginners & Seniors: Ultimate User Manual with Tips & Tricks to Operate macOS Catalina on Your MacBook Air,IoT&Hardware
Getting Started with Bluetooth Low Energy: Tools and Techniques for Low-Power Networking,IoT&Hardware
Beginning XML with C# 7: XML Processing and Data Access for C# Developers,IoT&Hardware
iPad for Seniors in easy steps,IoT&Hardware
Essential Angular for ASP.NET Core MVC 3: A Practical Guide to Successfully Using Both in Your Projects,IoT&Hardware
Why ERP? A Primer on SAP Implementation,IoT&Hardware
"APPLE WATCH SERIES 6: Step by step quick instruction manual and user guide for Apple watch series 6 and watchOS7 for beginners, newbies and seniors",IoT&Hardware
VirtualBox Made Easy: Virtualize Your Environment with Ease (Computers Made Easy Book 15),IoT&Hardware
iMAC AND MAC MINI USER GUIDE FOR BEGINNERS AND SENIORS: 2019 Updated Manual to Operate Your Computer on macOS Catalina 10.15,IoT&Hardware
MacOS Catalina: Getting Started with MacOS 10.15 for MacBooks and iMacs,IoT&Hardware
Introducing Azure Kubernetes Service : A Practical Guide to Container Orchestration,IoT&Hardware
MacBook Pro User Guide for Beginners and Seniors: 2019 Updated Manual to Operate Your Computer on macOS Catalina,IoT&Hardware
"Samsung Galaxy S20 Series User Guide: The Complete Illustrated Manual with Tips and Tricks to Operate the Samsung S20, S20 Plus and S20 Ultra for Beginners and Advanced Samsung Users",IoT&Hardware
The Cartoon Guide to the Computer,IoT&Hardware
Pro ASP.NET Core MVC 2,IoT&Hardware
iPod: The Missing Manual (Missing Manuals),IoT&Hardware
My Samsung Galaxy S5 for Seniors,IoT&Hardware
"Apple Pro Training Series: Pages, Numbers, and Keynote",IoT&Hardware
Pro DAX with Power BI: Business Intelligence with PowerPivot and SQL Server Analysis Services Tabular,IoT&Hardware
Mac OS X Tiger in a Nutshell: A Desktop Quick Reference (In a Nutshell (O'Reilly)),IoT&Hardware
The One Device: The Secret History of the iPhone,IoT&Hardware
Windows 10 in easy steps - Special Edition,IoT&Hardware
IPAD 7th GENERATION USER?셎 GUIDE FOR ELDERLY: The Ultimate Tips and Tricks on How to Use Your 2019 iPad 7th Generation in the Best Optimal Way,IoT&Hardware
Learn AppleScript: The Comprehensive Guide to Scripting and Automation on Mac OS X (Learn (Apress)),IoT&Hardware
"CompTIA A+ Certification Boxed Set, Second Edition (Exams 220-801 & 220-802) (Certification Press)",IoT&Hardware
Securing Office 365: Masterminding MDM and Compliance in the Cloud,IoT&Hardware
Teach Yourself VISUALLY Apple Watch (Teach Yourself VISUALLY (Tech)),IoT&Hardware
"APPLE TV USER GUIDE: The Ultimate User Guide For Dummies, Beginners And Seniors (The Simplified Manual For Kids And Adults)",IoT&Hardware
.NET DevOps for Azure: A Developer's Guide to DevOps Architecture the Right Way,IoT&Hardware
"Mike Meyers' CompTIA A+ Guide to Managing and Troubleshooting PCs Lab Manual, Sixth Edition (Exams 220-1001 & 220-1002)",IoT&Hardware
